Site Name,Country,Region,Category,Year Inscribed,Is Endangered,Longitude,Latitude,Area (ha),UNESCO Criteria,Endangered Status (Year),Year Listed Endangered,Delisting Year,Site ID
City of Cuzco,Peru,Latin America and the Caribbean,Cultural,1983,Not Endangered,-71.98333,-13.52222,142.48,(iii)(iv),,,,273
Historic Sanctuary of Machu Picchu,Peru,Latin America and the Caribbean,Mixed,1983,Not Endangered,-72.58333333,-13.11666667,38160.87,(i)(iii)(vii)(ix),,,,274
Chavin (Archaeological Site),Peru,Latin America and the Caribbean,Cultural,1985,Not Endangered,-77.1784535,-9.592772544,14.79,(iii),,,,330
Huascarán National Park,Peru,Latin America and the Caribbean,Natural,1985,Not Endangered,-77.4,-9.33333,340000,(vii)(viii),,,,333
Chan Chan Archaeological Zone,Peru,Latin America and the Caribbean,Cultural,1986,Endangered,-79.08333,-8.1,1414.57,(i)(iii),Y 1986,1986,,366
Manú National Park,Peru,Latin America and the Caribbean,Natural,1987,Not Endangered,-71.75,-12.25,1716295.22,(ix)(x),,,,402
Historic Centre of Lima,Peru,Latin America and the Caribbean,Cultural,1988,Not Endangered,-77.04306,-12.05139,259.36,(iv),,,,500
Río Abiseo National Park,Peru,Latin America and the Caribbean,Mixed,1990,Not Endangered,-77.25,-7.75,272407.95,(iii)(vii)(ix)(x),,,,548
Lines and Geoglyphs of Nasca and Palpa,Peru,Latin America and the Caribbean,Cultural,1994,Not Endangered,-75.14861,-14.72583,75358.47,(i)(iii)(iv),,,,700
Historical Centre of the City of Arequipa,Peru,Latin America and the Caribbean,Cultural,2000,Not Endangered,-71.53333333,-16.4,166.52,(i)(iv),,,,1016
Sacred City of Caral-Supe,Peru,Latin America and the Caribbean,Cultural,2009,Not Endangered,-77.52138889,-10.89166667,626.36,(ii)(iii)(iv),,,,1269
Historic City of Vigan,Philippines,Asia and the Pacific,Cultural,1999,Not Endangered,120.3875,17.575,0,(ii)(iv),,,,502
Puerto-Princesa Subterranean River National Park,Philippines,Asia and the Pacific,Natural,1999,Not Endangered,118.9166667,10.16666667,22202,(vii)(x),,,,652
Tubbataha Reefs Natural Park,Philippines,Asia and the Pacific,Natural,1993,Not Endangered,119.8675,8.953333333,96828,(vii)(ix)(x),,,,653
Baroque Churches of the Philippines,Philippines,Asia and the Pacific,Cultural,1993,Not Endangered,120.97,14.59,0,(ii)(iv),,,,677
Rice Terraces of the Philippine Cordilleras,Philippines,Asia and the Pacific,Cultural,1995,Not Endangered,121.13667,16.93389,0,(iii)(iv)(v),P 2001-2012,2001,2012,722
Mount Hamiguitan Range Wildlife Sanctuary,Philippines,Asia and the Pacific,Natural,2014,Not Endangered,126.1734306,6.717169444,16923.07,(x),,,,1403
Historic Centre of Kraków,Poland,Europe and North America,Cultural,1978,Not Endangered,19.93722222,50.06138889,149.65,(iv),,,,29
Historic Centre of Warsaw,Poland,Europe and North America,Cultural,1980,Not Endangered,21.01167,52.26639,25.93,(ii)(vi),,,,30
Auschwitz Birkenau <br /><small>German Nazi Concentration and Extermination Camp (1940-1945)</small>,Poland,Europe and North America,Cultural,1979,Not Endangered,19.175,50.03888889,191.97,(vi),,,,31
Wieliczka and Bochnia Royal Salt Mines,Poland,Europe and North America,Cultural,1978,Not Endangered,20.06388889,49.97916667,1104.947,(iv),P 1989-1998,1989,1998,32
Old City of Zamość,Poland,Europe and North America,Cultural,1992,Not Endangered,23.26667,50.71667,75.0391,(iv),,,,564
Medieval Town of Toruń,Poland,Europe and North America,Cultural,1997,Not Endangered,18.61944,53.01,48,(ii)(iv),,,,835
Castle of the Teutonic Order in Malbork,Poland,Europe and North America,Cultural,1997,Not Endangered,19.03333333,54.04166667,18.038,(ii)(iii)(iv),,,,847
Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,Poland,Europe and North America,Cultural,1999,Not Endangered,19.66666667,49.86666667,380,(ii)(iv),,,,905
Wooden Churches of Southern Małopolska,Poland,Europe and North America,Cultural,2003,Not Endangered,21.23333333,49.75,8.26,(iii)(iv),,,,1053
Churches of Peace in Jawor and Świdnica,Poland,Europe and North America,Cultural,2001,Not Endangered,16.19594444,51.05427778,0.23,(iii)(iv)(vi),,,,1054
Centennial Hall in Wrocław,Poland,Europe and North America,Cultural,2006,Not Endangered,17.07701389,51.10694722,36.69,(i)(ii)(iv),,,,1165
Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,Poland,Europe and North America,Cultural,2017,Not Endangered,18.85122778,50.44269722,1672.76,(i)(ii)(iv),,,,1539
Krzemionki Prehistoric Striped Flint Mining Region,Poland,Europe and North America,Cultural,2019,Not Endangered,21.50230556,50.96797222,342.2,(iii)(iv),,,,1599
Central Zone of the Town of Angra do Heroismo in the Azores,Portugal,Europe and North America,Cultural,1983,Not Endangered,-27.22,38.655,0,(iv)(vi),,,,206
Monastery of the Hieronymites and Tower of Belém in Lisbon,Portugal,Europe and North America,Cultural,1983,Not Endangered,-9.21583,38.69194,2.66,(iii)(vi),,,,263
Monastery of Batalha,Portugal,Europe and North America,Cultural,1983,Not Endangered,-8.82694,39.65778,0.98,(i)(ii),,,,264
Convent of Christ in Tomar,Portugal,Europe and North America,Cultural,1983,Not Endangered,-8.4175,39.60472,0,(i)(vi),,,,265
Historic Centre of Évora,Portugal,Europe and North America,Cultural,1986,Not Endangered,-7.90778,38.57306,0,(ii)(iv),,,,361
Monastery of Alcobaça,Portugal,Europe and North America,Cultural,1989,Not Endangered,-8.97667,39.55,0,(i)(iv),,,,505
Cultural Landscape of Sintra,Portugal,Europe and North America,Cultural,1995,Not Endangered,-9.41667,38.78333,946,(ii)(iv)(v),,,,723
"Historic Centre of Oporto, Luiz I Bridge and Monastery of Serra do Pilar ",Portugal,Europe and North America,Cultural,1996,Not Endangered,-8.616666667,41.14166667,0,(iv),,,,755
Laurisilva of Madeira,Portugal,Europe and North America,Natural,1999,Not Endangered,-17,32.76666667,15000,(ix)(x),,,,934
Historic Centre of Guimarães,Portugal,Europe and North America,Cultural,2001,Not Endangered,-8.292803,41.443731,19.45,(ii)(iii)(iv),,,,1031
Alto Douro Wine Region,Portugal,Europe and North America,Cultural,2001,Not Endangered,-7.798888889,41.10166667,24600,(iii)(iv)(v),,,,1046
Landscape of the Pico Island Vineyard Culture,Portugal,Europe and North America,Cultural,2004,Not Endangered,-28.54116667,38.51344444,987,(iii)(v),,,,1117
Garrison Border Town of Elvas and its Fortifications,Portugal,Europe and North America,Cultural,2012,Not Endangered,-7.163322222,38.88061944,179.3559,(iv),,,,1367
University of Coimbra – Alta and Sofia,Portugal,Europe and North America,Cultural,2013,Not Endangered,-8.425775,40.20781111,35.5,(ii)(iv)(vi),,,,1387
"Royal Building of <i>Mafra</i> – Palace, Basilica, Convent, <i>Cerco</i> Garden and Hunting Park (<i>Tapada</i>)",Portugal,Europe and North America,Cultural,2019,Not Endangered,-9.325527778,38.93716667,1213.17,(iv),,,,1573
Sanctuary of Bom Jesus do Monte in Braga,Portugal,Europe and North America,Cultural,2019,Not Endangered,-8.377027778,41.55494444,26,(iv),,,,1590
Al Zubarah Archaeological Site,Qatar,Arab States,Cultural,2013,Not Endangered,51.02972222,25.97805556,415.66,(iii)(iv)(v),,,,1402
Seokguram Grotto and Bulguksa Temple,Republic of Korea,Asia and the Pacific,Cultural,1995,Not Endangered,129.35,35.78333333,0,(i)(iv),,,,736
"Haeinsa Temple Janggyeong Panjeon, the Depositories for the <I>Tripitaka Koreana</I> Woodblocks",Republic of Korea,Asia and the Pacific,Cultural,1995,Not Endangered,128.1,35.8,0,(iv)(vi),,,,737
Jongmyo Shrine,Republic of Korea,Asia and the Pacific,Cultural,1995,Not Endangered,126.98333,37.55,19.4,(iv),,,,738
Changdeokgung Palace Complex,Republic of Korea,Asia and the Pacific,Cultural,1997,Not Endangered,126.9833333,37.55,0,(ii)(iii)(iv),,,,816
Hwaseong Fortress,Republic of Korea,Asia and the Pacific,Cultural,1997,Not Endangered,127.00833,37.27222,0,(ii)(iii),,,,817
Gyeongju Historic Areas,Republic of Korea,Asia and the Pacific,Cultural,2000,Not Endangered,129.22667,35.78889,2880,(ii)(iii),,,,976
"Gochang, Hwasun and Ganghwa Dolmen Sites",Republic of Korea,Asia and the Pacific,Cultural,2000,Not Endangered,126.92917,34.96667,51.65,(iii),,,,977
Jeju Volcanic Island and Lava Tubes,Republic of Korea,Asia and the Pacific,Natural,2007,Not Endangered,126.7202778,33.46888889,9521.8,(vii)(viii),,,,1264
Royal Tombs of the Joseon Dynasty,Republic of Korea,Asia and the Pacific,Cultural,2009,Not Endangered,128.4527778,37.19722222,1891.2,(iii)(iv)(vi),,,,1319
Historic Villages of Korea: Hahoe and Yangdong,Republic of Korea,Asia and the Pacific,Cultural,2010,Not Endangered,128.5166667,36.53916667,599.6,(iii)(iv),,,,1324
Namhansanseong,Republic of Korea,Asia and the Pacific,Cultural,2014,Not Endangered,127.1811111,37.47888889,409.06,(ii)(iv),,,,1439
Baekje Historic Areas,Republic of Korea,Asia and the Pacific,Cultural,2015,Not Endangered,127.1272222,36.46194444,135.1,(ii)(iii),,,,1477
"Seowon, Korean Neo-Confucian Academies",Republic of Korea,Asia and the Pacific,Cultural,2019,Not Endangered,128.8434278,36.72729722,102.49,(iii),,,,1498
"Sansa, Buddhist Mountain Monasteries in Korea",Republic of Korea,Asia and the Pacific,Cultural,2018,Not Endangered,127.8333333,36.54194444,55.43,(iii),,,,1562
Danube Delta,Romania,Europe and North America,Natural,1991,Not Endangered,29.5,45.08333,312440,(vii)(x),,,,588
Villages with Fortified Churches in Transylvania,Romania,Europe and North America,Cultural,1993,Not Endangered,24.77305556,46.13583333,553,(iv),,,,596
Monastery of Horezu,Romania,Europe and North America,Cultural,1993,Not Endangered,24.01666667,45.18333333,22.48,(ii),,,,597
Churches of Moldavia,Romania,Europe and North America,Cultural,1993,Not Endangered,25.71277778,47.77833333,0,(i)(iv),,,,598
Historic Centre of Sighişoara,Romania,Europe and North America,Cultural,1999,Not Endangered,24.79222222,46.21777778,33,(iii)(v),,,,902
Wooden Churches of Maramureş,Romania,Europe and North America,Cultural,1999,Not Endangered,24.05583333,47.82083333,0,(iv),,,,904
Dacian Fortresses of the Orastie Mountains,Romania,Europe and North America,Cultural,1999,Not Endangered,23.31194444,45.62305556,0,(ii)(iii)(iv),,,,906
Historic Centre of Saint Petersburg and Related Groups of Monuments,Russian Federation,Europe and North America,Cultural,1990,Not Endangered,30.31833,59.95,3934.1,(i)(ii)(iv)(vi),,,,540
Kizhi Pogost,Russian Federation,Europe and North America,Cultural,1990,Not Endangered,35.2275,62.07138889,0.57,(i)(iv)(v),,,,544
"Kremlin and Red Square, Moscow",Russian Federation,Europe and North America,Cultural,1990,Not Endangered,37.62972,55.74583,42.1,(i)(ii)(iv)(vi),,,,545
Historic Monuments of Novgorod and Surroundings,Russian Federation,Europe and North America,Cultural,1992,Not Endangered,31.28333,58.53333,0,(ii)(iv)(vi),,,,604
Cultural and Historic Ensemble of the Solovetsky Islands,Russian Federation,Europe and North America,Cultural,1992,Not Endangered,35.66666667,65.08333333,28834,(iv),,,,632
White Monuments of Vladimir and Suzdal,Russian Federation,Europe and North America,Cultural,1992,Not Endangered,40.41666667,56.15,0,(i)(ii)(iv),,,,633
"Church of the Ascension, Kolomenskoye",Russian Federation,Europe and North America,Cultural,1994,Not Endangered,37.67389,55.65556,0,(ii),,,,634
Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad,Russian Federation,Europe and North America,Cultural,1993,Not Endangered,38.1312,56.31035,22.75,(ii)(iv),,,,657
Virgin Komi Forests,Russian Federation,Europe and North America,Natural,1995,Not Endangered,58.9525,63.62583333,3280000,(vii)(ix),,,,719
Lake Baikal,Russian Federation,Europe and North America,Natural,1996,Not Endangered,107.6625,53.17361111,8800000,(vii)(viii)(ix)(x),,,,754
Volcanoes of Kamchatka,Russian Federation,Europe and North America,Natural,1996,Not Endangered,158.5,56.33333333,3830200,(vii)(viii)(ix)(x),,,,765
Central Sikhote-Alin,Russian Federation,Europe and North America,Natural,2001,Not Endangered,136.6611111,46.68333333,1566818,(x),,,,766
Golden Mountains of Altai,Russian Federation,Europe and North America,Natural,1998,Not Endangered,86,50.46666667,1611457,(x),,,,768
Western Caucasus,Russian Federation,Europe and North America,Natural,1999,Not Endangered,40,44,298903,(ix)(x),,,,900
Historic and Architectural Complex of the Kazan Kremlin,Russian Federation,Europe and North America,Cultural,2000,Not Endangered,49.095,55.79111111,13.45,(ii)(iii)(iv),,,,980
Bolgar Historical and Archaeological Complex,Russian Federation,Europe and North America,Cultural,2014,Not Endangered,49.05638889,54.97888889,424,(ii)(vi),,,,981
Ensemble of the Ferapontov Monastery,Russian Federation,Europe and North America,Cultural,2000,Not Endangered,38.56666667,59.95,2.1,(i)(iv),,,,982
Natural System of Wrangel Island Reserve,Russian Federation,Europe and North America,Natural,2004,Not Endangered,-179.7152778,71.18888889,1916300,(ix)(x),,,,1023
"Citadel, Ancient City and Fortress Buildings of Derbent",Russian Federation,Europe and North America,Cultural,2003,Not Endangered,48.29719444,42.05297222,0,(iii)(iv),,,,1070
Ensemble of the Novodevichy Convent,Russian Federation,Europe and North America,Cultural,2004,Not Endangered,37.55508333,55.72611111,5.18,(i)(iv)(vi),,,,1097
Historical Centre of the City of Yaroslavl,Russian Federation,Europe and North America,Cultural,2005,Not Endangered,39.87611,57.65278,110,(ii)(iv),,,,1170
Putorana Plateau,Russian Federation,Europe and North America,Natural,2010,Not Endangered,94.15805556,69.04694444,1887251,(vii)(ix),,,,1234
Lena Pillars Nature Park,Russian Federation,Europe and North America,Natural,2012,Not Endangered,127,60.66666667,1387000,(viii),,,,1299
Churches of the Pskov School of Architecture,Russian Federation,Europe and North America,Cultural,2019,Not Endangered,28.32855556,57.80719444,29.32,(ii),,,,1523
Assumption Cathedral and Monastery of the town-island of Sviyazhsk,Russian Federation,Europe and North America,Cultural,2017,Not Endangered,48.65277778,55.77027778,3.25,(ii)(iv),,,,1525
Brimstone Hill Fortress National Park,Saint Kitts and Nevis,Latin America and the Caribbean,Cultural,1999,Not Endangered,-62.83722,17.34694,15.37,(iii)(iv),,,,910
Pitons Management Area,Saint Lucia,Latin America and the Caribbean,Natural,2004,Not Endangered,-61.07036111,13.80708333,2909,(vii)(viii),,,,1161
San Marino Historic Centre and Mount Titano,San Marino,Europe and North America,Cultural,2008,Not Endangered,12.45194444,43.93277778,55,(iii),,,,1245
Al-Hijr Archaeological Site (Madâin Sâlih),Saudi Arabia,Arab States,Cultural,2008,Not Endangered,37.955,26.78361111,1621.2,(ii)(iii),,,,1293
At-Turaif District in ad-Dir'iyah,Saudi Arabia,Arab States,Cultural,2010,Not Endangered,46.57246667,24.73413333,28.78,(iv)(v)(vi),,,,1329
"Historic Jeddah, the Gate to Makkah",Saudi Arabia,Arab States,Cultural,2014,Not Endangered,39.1875,21.48388889,17.92,(ii)(iv)(vi),,,,1361
Rock Art in the Hail Region of Saudi Arabia,Saudi Arabia,Arab States,Cultural,2015,Not Endangered,40.91305556,28.01055556,2043.8,(i)(iii),,,,1472
"Al-Ahsa Oasis, an Evolving Cultural Landscape",Saudi Arabia,Arab States,Cultural,2018,Not Endangered,49.63056944,25.40216667,8544,(iii)(iv)(v),,,,1563
Djoudj National Bird Sanctuary,Senegal,Africa,Natural,1981,Not Endangered,-16.16667,16.5,16000,(vii)(x),P 1984-1988 P 2000-2006,1984,1988,25
Island of Gorée,Senegal,Africa,Cultural,1978,Not Endangered,-17.40083,14.66722,0,(vi),,,,26
Niokolo-Koba National Park,Senegal,Africa,Natural,1981,Endangered,-12.71667,13.06667,913000,(x),Y 2007,2007,,153
Island of Saint-Louis,Senegal,Africa,Cultural,2000,Not Endangered,-16.50444,16.02778,0,(ii)(iv),,,,956
Saloum Delta,Senegal,Africa,Cultural,2011,Not Endangered,-16.49861111,13.83527778,145811,(iii)(iv)(v),,,,1359
"Bassari Country: Bassari, Fula and Bedik Cultural Landscapes",Senegal,Africa,Cultural,2012,Not Endangered,-12.84583333,12.59333333,50309,(iii)(v)(vi),,,,1407
Stari Ras and Sopoćani,Serbia,Europe and North America,Cultural,1979,Not Endangered,20.42278,43.11889,198.72,(i)(iii),,,,96
Studenica Monastery,Serbia,Europe and North America,Cultural,1986,Not Endangered,20.53667,43.48611,1.16,(i)(ii)(iv)(vi),,,,389
Medieval Monuments in Kosovo,Serbia,Europe and North America,Cultural,2004,Endangered,20.26555556,42.66111111,2.8802,(ii)(iii)(iv),Y 2006,2006,,724
"Gamzigrad-Romuliana, Palace of Galerius",Serbia,Europe and North America,Cultural,2007,Not Endangered,22.18611111,43.89930556,179.217,(iii)(iv),,,,1253
Aldabra Atoll,Seychelles,Africa,Natural,1982,Not Endangered,46.41666667,-9.416666667,35000,(vii)(ix)(x),,,,185
Vallée de Mai Nature Reserve,Seychelles,Africa,Natural,1983,Not Endangered,55.7375,-4.32917,19.5,(vii)(viii)(ix)(x),,,,261
Singapore Botanic Gardens,Singapore,Asia and the Pacific,Cultural,2015,Not Endangered,103.8161111,1.315277778,49,(ii)(iv),,,,1483
Historic Town of Banská Štiavnica and the Technical Monuments in its Vicinity,Slovakia,Europe and North America,Cultural,1993,Not Endangered,18.9,48.46111,20632,(iv)(v),,,,618
"Levoča, Spišský Hrad and the Associated Cultural Monuments",Slovakia,Europe and North America,Cultural,1993,Not Endangered,20.7675,48.99944444,1351.2252,(iv),,,,620
Vlkolínec,Slovakia,Europe and North America,Cultural,1993,Not Endangered,19.27833333,49.03916667,4.9,(iv)(v),,,,622
Bardejov Town Conservation Reserve,Slovakia,Europe and North America,Cultural,2000,Not Endangered,21.27555556,49.29277778,23.6,(iii)(iv),,,,973
Wooden Churches of the Slovak part of the Carpathian Mountain Area,Slovakia,Europe and North America,Cultural,2008,Not Endangered,19.55833333,49.33611111,2.5644,(iii)(iv),,,,1273
Škocjan Caves,Slovenia,Europe and North America,Natural,1986,Not Endangered,14,45.66667,413,(vii)(viii),,,,390
East Rennell,Solomon Islands,Asia and the Pacific,Natural,1998,Endangered,160.33333,-11.68333,37000,(ix),Y 2013,2013,,854
iSimangaliso Wetland Park,South Africa,Africa,Natural,1999,Not Endangered,32.55,-27.83889,239566,(vii)(ix)(x),,,,914
Fossil Hominid Sites of South Africa,South Africa,Africa,Cultural,1999,Not Endangered,29.17694,-24.15861,0,(iii)(vi),,,,915
Robben Island,South Africa,Africa,Cultural,1999,Not Endangered,18.36666667,-33.8,475,(iii)(vi),,,,916
Cape Floral Region Protected Areas,South Africa,Africa,Natural,2004,Not Endangered,18.475,-34.36111111,1094742,(ix)(x),,,,1007
Mapungubwe Cultural Landscape,South Africa,Africa,Cultural,2003,Not Endangered,29.23889,-22.1925,28168.6602,(ii)(iii)(iv)(v),,,,1099
Vredefort Dome,South Africa,Africa,Natural,2005,Not Endangered,27.26,-26.86,30000,(viii),,,,1162
Richtersveld Cultural and Botanical Landscape,South Africa,Africa,Cultural,2007,Not Endangered,17.20388889,-28.6,160000,(iv)(v),,,,1265
ǂKhomani Cultural Landscape,South Africa,Africa,Cultural,2017,Not Endangered,20.37458333,-25.68761111,959100,(v)(vi),,,,1545
Barberton Makhonjwa Mountains,South Africa,Africa,Natural,2018,Not Endangered,31.01388889,-25.97388889,113137,(viii),,,,1575
Cave of Altamira and Paleolithic Cave Art of Northern Spain,Spain,Europe and North America,Cultural,1985,Not Endangered,-4.116166667,43.38252778,0,(i)(iii),,,,310
Old Town of Segovia and its Aqueduct,Spain,Europe and North America,Cultural,1985,Not Endangered,-4.11675,40.94847222,134.28,(i)(iii)(iv),,,,311
Monuments of Oviedo and the Kingdom of the Asturias,Spain,Europe and North America,Cultural,1985,Not Endangered,-5.84303,43.36262,0.2,(i)(ii)(iv),,,,312
Historic Centre of Cordoba,Spain,Europe and North America,Cultural,1984,Not Endangered,-4.779722222,37.87919444,0,(i)(ii)(iii)(iv),,,,313
"Alhambra, Generalife and Albayzín, Granada",Spain,Europe and North America,Cultural,1984,Not Endangered,-3.59444,37.17667,0,(i)(iii)(iv),,,,314
Burgos Cathedral,Spain,Europe and North America,Cultural,1984,Not Endangered,-3.704011111,42.34073333,1.03,(ii)(iv)(vi),,,,316
"Monastery and Site of the Escurial, Madrid",Spain,Europe and North America,Cultural,1984,Not Endangered,-4.126416667,40.58175,94.11,(i)(ii)(vi),,,,318
Works of Antoni Gaudí ,Spain,Europe and North America,Cultural,1984,Not Endangered,2.152972,41.41338,0,(i)(ii)(iv),,,,320
Santiago de Compostela (Old Town),Spain,Europe and North America,Cultural,1985,Not Endangered,-8.54468,42.88076,107.59,(i)(ii)(vi),,,,347
Old Town of Ávila with its Extra-Muros Churches,Spain,Europe and North America,Cultural,1985,Not Endangered,-4.70012,40.65645,36.4,(iii)(iv),,,,348
Mudejar Architecture of Aragon,Spain,Europe and North America,Cultural,1986,Not Endangered,-1.10722,40.34389,4.269,(iv),,,,378
Historic City of Toledo,Spain,Europe and North America,Cultural,1986,Not Endangered,-4.029416667,39.86688889,259.85,(i)(ii)(iii)(iv),,,,379
Garajonay National Park,Spain,Europe and North America,Natural,1986,Not Endangered,-17.23722222,28.12625,3984,(vii)(ix),,,,380
Old City of Salamanca,Spain,Europe and North America,Cultural,1988,Not Endangered,-5.6645,40.96525,50.78,(i)(ii)(iv),,,,381
"Cathedral, Alcázar and Archivo de Indias in Seville",Spain,Europe and North America,Cultural,1987,Not Endangered,-5.99155,37.38384,12,(i)(ii)(iii)(vi),,,,383
Old Town of Cáceres,Spain,Europe and North America,Cultural,1986,Not Endangered,-6.37,39.47444,9,(iii)(iv),,,,384
"Ibiza, Biodiversity and Culture",Spain,Europe and North America,Mixed,1999,Not Endangered,1.435194444,38.91113889,9020.3,(ii)(iii)(iv)(ix)(x),,,,417
Poblet Monastery,Spain,Europe and North America,Cultural,1991,Not Endangered,1.0825,41.38083,18,(i)(iv),,,,518
Renaissance Monumental Ensembles of Úbeda and Baeza,Spain,Europe and North America,Cultural,2003,Not Endangered,-3.37122,38.01131,9,(ii)(iv),,,,522
Archaeological Ensemble of Mérida,Spain,Europe and North America,Cultural,1993,Not Endangered,-6.33778,38.91611,30.77,(iii)(iv),,,,664
Royal Monastery of Santa María de Guadalupe,Spain,Europe and North America,Cultural,1993,Not Endangered,-5.3275,39.45285,1.1,(iv)(vi),,,,665
Routes of Santiago de Compostela: <i>Camino Francés</i> and Routes of Northern Spain ,Spain,Europe and North America,Cultural,1993,Not Endangered,-6.414722222,43.335,0,(ii)(iv)(vi),,,,669
Doñana National Park,Spain,Europe and North America,Natural,1994,Not Endangered,-6.358861,36.9477,54251.7,(vii)(ix)(x),,,,685
Historic Walled Town of Cuenca,Spain,Europe and North America,Cultural,1996,Not Endangered,-2.13174,40.07662,22.79,(ii)(v),,,,781
La Lonja de la Seda de Valencia,Spain,Europe and North America,Cultural,1996,Not Endangered,-0.378444444,39.47441667,0.2,(i)(iv),,,,782
Las Médulas,Spain,Europe and North America,Cultural,1997,Not Endangered,-6.77075,42.46939,2208.2,(i)(ii)(iii)(iv),,,,803
"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",Spain,Europe and North America,Cultural,1997,Not Endangered,2.175,41.38778,6.87,(i)(ii)(iv),,,,804
San Millán Yuso and Suso Monasteries,Spain,Europe and North America,Cultural,1997,Not Endangered,-2.86496,42.32586,19.01,(ii)(iv)(vi),,,,805
Rock Art of the Mediterranean Basin on the Iberian Peninsula,Spain,Europe and North America,Cultural,1998,Not Endangered,-1.03331,39.78995,0,(iii),,,,874
Archaeological Ensemble of Tárraco,Spain,Europe and North America,Cultural,2000,Not Endangered,1.259305556,41.11472222,32.65,(ii)(iii),,,,875
University and Historic Precinct of Alcalá de Henares,Spain,Europe and North America,Cultural,1998,Not Endangered,-3.368055556,40.48138889,0,(ii)(iv)(vi),,,,876
San Cristóbal de La Laguna,Spain,Europe and North America,Cultural,1999,Not Endangered,-16.31177778,28.47788889,60.38,(ii)(iv),,,,929
Palmeral of Elche,Spain,Europe and North America,Cultural,2000,Not Endangered,-0.716666667,38.26666667,0,(ii)(v),,,,930
Roman Walls of Lugo,Spain,Europe and North America,Cultural,2000,Not Endangered,-7.55333,43.01111,1.68,(iv),,,,987
Catalan Romanesque Churches of the Vall de Boí,Spain,Europe and North America,Cultural,2000,Not Endangered,0.803611111,42.50472222,7.98,(ii)(iv),,,,988
Archaeological Site of Atapuerca,Spain,Europe and North America,Cultural,2000,Not Endangered,-3.547222222,42.37138889,284.119,(iii)(v),,,,989
Aranjuez Cultural Landscape,Spain,Europe and North America,Cultural,2001,Not Endangered,-3.60934,40.03645,2047.5601,(ii)(iv),,,,1044
Vizcaya Bridge,Spain,Europe and North America,Cultural,2006,Not Endangered,-3.016833333,43.323175,0.8595,(i)(ii),,,,1217
Teide National Park,Spain,Europe and North America,Natural,2007,Not Endangered,-16.64361111,28.27138889,18990,(vii)(viii),,,,1258
Tower of Hercules,Spain,Europe and North America,Cultural,2009,Not Endangered,-8.406388889,43.38583333,233,(iii),,,,1312
Cultural Landscape of the Serra de Tramuntana,Spain,Europe and North America,Cultural,2011,Not Endangered,2.694722222,39.73083333,30745,(ii)(iv)(v),,,,1371
Antequera Dolmens Site,Spain,Europe and North America,Cultural,2016,Not Endangered,-4.544444444,37.025,2446.3,(i)(iii)(iv),,,,1501
Caliphate City of Medina Azahara,Spain,Europe and North America,Cultural,2018,Not Endangered,-4.867694444,37.88588889,111,(iii)(iv),,,,1560
Risco Caido and the Sacred Mountains of Gran Canaria Cultural Landscape,Spain,Europe and North America,Cultural,2019,Not Endangered,-15.66119444,28.04438889,9425,(iii)(v),,,,1578
Sacred City of Anuradhapura,Sri Lanka,Asia and the Pacific,Cultural,1982,Not Endangered,80.38333333,8.333333333,0,(ii)(iii)(vi),,,,200
Ancient City of Polonnaruwa,Sri Lanka,Asia and the Pacific,Cultural,1982,Not Endangered,81.00055556,7.915833333,0,(i)(iii)(vi),,,,201
Ancient City of Sigiriya,Sri Lanka,Asia and the Pacific,Cultural,1982,Not Endangered,80.75,7.95,0,(ii)(iii)(iv),,,,202
Sinharaja Forest Reserve,Sri Lanka,Asia and the Pacific,Natural,1988,Not Endangered,80.5,6.416666667,8864,(ix)(x),,,,405
Sacred City of Kandy,Sri Lanka,Asia and the Pacific,Cultural,1988,Not Endangered,80.64027778,7.293611111,0,(iv)(vi),,,,450
Old Town of Galle and its Fortifications,Sri Lanka,Asia and the Pacific,Cultural,1988,Not Endangered,80.21861111,6.021388889,0,(iv),,,,451
Golden Temple of Dambulla,Sri Lanka,Asia and the Pacific,Cultural,1991,Not Endangered,80.64916667,7.856666667,0,(i)(vi),,,,561
Central Highlands of Sri Lanka,Sri Lanka,Asia and the Pacific,Natural,2010,Not Endangered,80.8021,7.45245,56844,(ix)(x),,,,1203
Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park,Sudan,Arab States,Natural,2016,Not Endangered,37.44305556,19.73611111,260700,(vii)(ix)(x),,,,262
Gebel Barkal and the Sites of the Napatan Region,Sudan,Arab States,Cultural,2003,Not Endangered,31.82802778,18.537,182.5,(i)(ii)(iii)(iv)(vi),,,,1073
Archaeological Sites of the Island of Meroe,Sudan,Arab States,Cultural,2011,Not Endangered,33.71666667,16.93333333,2357.36,(ii)(iii)(iv)(v),,,,1336
Historic Inner City of Paramaribo,Suriname,Latin America and the Caribbean,Cultural,2002,Not Endangered,-55.15,5.82611,30,(ii)(iv),,,,940
Central Suriname Nature Reserve,Suriname,Latin America and the Caribbean,Natural,2000,Not Endangered,-56.5,4,1600000,(ix)(x),,,,1017
Birka and Hovgården,Sweden,Europe and North America,Cultural,1993,Not Endangered,17.54264,59.33514,0,(iii)(iv),,,,555
